phage,host,phage_name,host_name
NC_015584,CP027541,"Mycobacterium virus Faith1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919501,CP027541,"Mycobacterium phage DaWorst, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919500,CP027541,"Mycobacterium phage Dalmatian, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919503,CP027541,"Mycobacterium phage Dingo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919502,CP027541,"Mycobacterium phage Demsculpinboyz, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919504,CP027541,"Mycobacterium phage DmpstrDiver, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_029099,NZ_UWXU01000001,"Klebsiella phage KP36, complete genome","Klebsiella pneumoniae isolate kpneu038, whole genome shotgun sequence"
MF919506,CP027541,"Mycobacterium phage FireRed, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX756439,CP027541,"Mycobacterium phage PhancyPhin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK524490,CP027541,"Mycobacterium phage Donny, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX683293,CP027541,"Mycobacterium phage Daffy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX683292,CP027541,"Mycobacterium phage Held, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023499,NZ_CP023560,"Staphylococcus phage StauST398-4, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_023498,CP027541,"Mycobacterium phage Validus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF140433,LC361338,"Arthrobacter phage TinoCrisci, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MF140432,LC361338,"Arthrobacter phage Teacup, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MF140431,LC361338,"Arthrobacter phage Taj14, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MF140430,CP027541,"Mycobacterium phage Tachez, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF140435,CP027541,"Mycobacterium phage Wintermute, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF140434,LC361338,"Arthrobacter phage Wheelbite, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
NC_023709,CP027541,"Mycobacterium phage Wile, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023708,CP027541,"Mycobacterium phage Dreamboat, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023705,CP027541,"Mycobacterium phage Liefie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023704,CP027541,"Mycobacterium phage Doom, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023707,CP027541,"Mycobacterium phage Turbido, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023706,NZ_CM001149,"Rhodococcus phage ReqiDocB7, complete genome","Rhodococcus hoagii ATCC 33707 chromosome, whole genome shotgun sequence"
NC_023701,CP027541,"Mycobacterium virus Acadian, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023703,CP027541,"Mycobacterium phage Dori, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023702,CP027541,"Mycobacterium phage Kugel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_027341,NZ_CM007353,"Lactococcus phage WRP3, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
KT626047,CP027541,"Mycobacterium phage Dynamix, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH155864,CP027541,"Mycobacterium phage Beauxregard13, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH155866,CP027541,"Mycobacterium phage Byougenkin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH155867,NZ_CP029604,"Gordonia phage Easley, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX522650,LC361338,"Arthrobacter Phage Conboy, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
NC_031118,NZ_CP029604,"Gordonia phage CarolAnn, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_031112,NZ_CP029604,"Gordonia phage Phinally, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_012027,CP027541,"Mycobacterium phage Phlyer, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_031115,PDLE01000004,"Morganella phage vB_MmoP_MP2, complete genome","Morganella morganii strain FDAARGOS_438 pBCCDC_12.contig.3, whole genome shotgun sequence"
NC_031939,CP030026,"Salmonella phage BPS15Q2, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_028746,CP020557,"Paenibacillus phage Harrison, complete genome","Paenibacillus larvae subsp. pulvifaciens strain SAG 10367, complete sequence"
NC_031930,CP030026,"Salmonella phage 118970_sal1, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_031933,CP030026,"Salmonella phage 118970_sal2, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_012756,NZ_GL622183,"Streptococcus phage PH10, complete genome","Streptococcus oralis ATCC 49296 SCAFFOLD1, whole genome shotgun sequence"
NC_012753,LS483339,"Streptococcus phage 5093, complete genome","Streptococcus thermophilus strain NCTC12958 genome assembly, chromosome: 1"
NC_028700,CP033337,"Streptococcus phage T12, complete genome","Streptococcus pyogenes strain TSPY453 chromosome, complete genome"
NC_002371,CP030026,"Enterobacteria phage P22 virus, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
MH576975,CP027541,"Mycobacterium phage Target, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH576974,CP027541,"Mycobacterium phage Sibs6, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH576977,CP027541,"Mycobacterium phage Tydolla, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH576976,NZ_CP029604,"Gordonia phage Teatealatte, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH576971,CP027541,"Mycobacterium phage Arlo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH576970,CP027541,"Mycobacterium phage DonSanchon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_031069,LS483339,"Streptococcus virus 9871, complete genome","Streptococcus thermophilus strain NCTC12958 genome assembly, chromosome: 1"
NC_031068,NZ_QEKR01000001,"Pectobacterium phage PP16, complete genome","Pectobacterium versatile strain WS2152 Ga0215728_11, whole genome shotgun sequence"
NC_031067,CP027541,"Mycobacterium phage Makemake, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_031066,CP024679,"Citrobacter phage SH1, complete genome","Citrobacter freundii strain UMH15 chromosome, complete genome"
NC_031064,NZ_CM007353,"Lactococcus phage 98201, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
NC_031061,NZ_CP029604,"Gordonia phage Nymphadora, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_031060,NZ_CP029604,"Gordonia phage JSwag, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH371110,CP027541,"Mycobacterium phage Magnar, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371111,CP019892,"Microbacterium phage Quaker, complete genome",Microbacterium foliorum strain 122 genome
MH371112,CP027541,"Mycobacterium phage Adnama, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371113,CP027541,"Mycobacterium phage Beezoo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371114,CP027541,"Mycobacterium phage Childish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371115,CP027541,"Mycobacterium phage Clifton, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371116,CP027541,"Mycobacterium phage DMoney, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371117,CP027541,"Mycobacterium phage Kahve, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH371118,CP019892,"Microbacterium phage KayPaulus, complete genome",Microbacterium foliorum strain 122 genome
MH371119,CP027541,"Mycobacterium phage OctaviousRex, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG925352,CP019892,"Microbacterium phage Nattles, complete genome",Microbacterium foliorum strain 122 genome
NC_022057,CP027541,"Mycobacterium phage Catdawg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG925350,CP027541,"Mycobacterium phage Mosaic, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG925351,CP027541,"Mycobacterium phage MPlant7149, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG925356,CP027541,"Mycobacterium phage OliverWalter, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG757163,NZ_CM001889,"Streptomyces phage OzzyJ, complete genome","Streptomyces lividans 1326 chromosome, whole genome shotgun sequence"
KM363596,CP027541,"Mycobacteriophage Omnicron, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KM363597,CP027541,"Mycobacteriophage Zonia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_027396,NZ_UHFW01000006,"Streptococcus phage SpSL1, complete genome","Streptococcus pneumoniae strain NCTC13734, whole genome shotgun sequence"
NC_027394,CP022674,"Bacillus phage Pookie, complete genome","Priestia megaterium strain SR7 chromosome, complete genome"
NC_027390,CP021694,"Proteus phage PM 93, complete genome","Proteus mirabilis strain AR_0155, complete genome"
NC_022059,CP027541,"Mycobacterium phage DrDrey, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_017980,CP019576,"Clostridium phage phiCP7R, complete genome",Clostridium perfringens strain Del1 genome
NC_017981,NZ_CP018725,"Xanthomonas phage vB_XveM_DIBBI, complete genome","Xanthomonas vesicatoria ATCC 35937 strain LMG911 chromosome, complete genome"
NC_017983,NZ_ATTH01000001,"Salisaeta icosahedral phage 1, complete genome","Salisaeta longa DSM 21114 SalloDRAFT_contig1.1_C, whole genome shotgun sequence"
NC_017985,CP030026,"Salmonella phage SPN9CC, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_018850,CP012831,"Pseudomonas phage UFV-P2, complete genome","Pseudomonas fluorescens strain FW300-N2C3, complete genome"
NC_008265,CP019576,"Clostridium phage phiSM101, complete genome",Clostridium perfringens strain Del1 genome
NC_028960,CP027541,"Mycobacterium phage Theia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028961,CP027541,"Mycobacterium phage PopTart, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028965,CP027541,"Mycobacterium phage Pioneer, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028966,NZ_FNSA01000003,"Tsukamurella phage TIN3, complete genome","Tsukamurella tyrosinosolvens strain DSM 44234, whole genome shotgun sequence"
NC_028968,CP027541,"Mycobacterium phage BrownCNA, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028969,CP032410,"Brevibacillus phage Osiris, complete genome","Brevibacillus laterosporus strain E7593-50 chromosome, complete genome"
KM588359,CP027541,"Mycobacterium phage Carcharodon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX375815,CP027541,"Mycobacterium phage ToneTone, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021068,NC_011184,Vibrio phage douglas 12A4 genomic sequence,"Aliivibrio fischeri MJ11 chromosome I, complete sequence"
MH051258,CP027541,"Mycobacterium phage SamScheppers, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051259,CP027541,"Mycobacterium phage TNguyen7, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK305885,NZ_CP029604,"Gordonia phage Mulch, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH051250,CP027541,"Mycobacterium phage Coog, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051251,CP027541,"Mycobacterium phage DuchessDung, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051252,CP027541,"Mycobacterium phage Fameo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051253,CP027541,"Mycobacterium phage GreedyLawyer, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051254,CP027541,"Mycobacterium phage Jabiru, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051255,CP027541,"Mycobacterium phage Leston, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051256,CP027541,"Mycobacterium phage Midas2, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH051257,CP027541,"Mycobacterium phage OwlsT2W, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_019925,CP024710,Dickeya phage vB_DsoM_LIMEstone1 complete genome,"Dickeya solani strain IFB0223 chromosome, complete genome"
NC_019928,NJFC02000001,"Helicobacter phage KHP30 DNA, complete genome","Helicobacter pylori strain FDAARGOS_299 scf7180000000006_quiver_pilon, whole genome shotgun sequence"
NC_019929,NZ_NQJM01000001,"Erwinia phage phiEaH2, complete genome","Erwinia amylovora strain RISTBO01-2 tig00000000, whole genome shotgun sequence"
NC_009993,CP027541,"Mycobacterium phage Giles, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH910036,QLNP01000098,"Arthrobacter phage Hestia, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
NC_001629,CP032627,"Lactococcus phage bIL67, complete genome","Lactococcus allomyrinae strain 1JSPR-7 chromosome, complete genome"
NC_003315,CP029620,"Haemophilus phage HP2, complete genome","Haemophilus influenzae strain 10P129H1 chromosome, complete genome"
MF140416,CP027541,"Mycobacterium phage LastHope, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX557273,NZ_CP029604,"Gordonia phage BatStarr, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX557272,NZ_CP029604,"Gordonia phage Bantam, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX557274,NZ_CP029604,"Gordonia phage CaptainKirk2, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
